"","Year","Survey","Leg","Site","Sex","CW","Chela.Ht","Recruit.Status","Shell.Condition","Leg.Condition","Bitter","Blackmat","Latitude","Longitude","Jul.Day","Depth","Temp","mat_stat"
"285",2009,"RKC",1,"Juneau","1",162,29,"Recruit","3","0","0","0",58.44325,-134.8108833,157,66,4.32466658064358,"1"
"288",2009,"RKC",1,"Juneau","1",130,24,"Pre_Recruit","3","1","1","0",58.44733333,-134.7881333,157,56,4.32466658064358,"2"
"292",2009,"RKC",1,"Juneau","1",162,29,"Recruit","3","1","0","0",58.44733333,-134.7881333,157,56,4.32466658064358,"1"
"293",2009,"RKC",1,"Juneau","1",147,33,"Recruit","3","0","0","0",58.44733333,-134.7881333,157,56,4.32466658064358,"2"
"294",2009,"RKC",1,"Juneau","1",133,21,"Pre_Recruit","3","0","1","0",58.44733333,-134.7881333,157,56,4.32466658064358,"1"
"295",2009,"RKC",1,"Juneau","1",133,29,"Pre_Recruit","4","1","0","0",58.44733333,-134.7881333,157,56,4.32466658064358,"2"
"297",2009,"RKC",1,"Juneau","1",136,28,"Pre_Recruit","4","0","0","0",58.44733333,-134.7881333,157,56,4.32466658064358,"2"
"298",2009,"RKC",1,"Juneau","1",137,28,"Pre_Recruit","3","0","1","0",58.44733333,-134.7881333,157,56,4.32466658064358,"2"
"299",2009,"RKC",1,"Juneau","1",132,28,"Pre_Recruit","5","1","0","0",58.44733333,-134.7881333,157,56,4.32466658064358,"2"
"301",2009,"RKC",1,"Juneau","1",131,28,"Pre_Recruit","5","1","1","1",58.44733333,-134.7881333,157,56,4.32466658064358,"2"
"302",2009,"RKC",1,"Juneau","1",162,36,"Recruit","3","1","0","0",58.44733333,-134.7881333,157,56,4.32466658064358,"2"
"303",2009,"RKC",1,"Juneau","1",138,31,"Recruit","3","1","0","0",58.44733333,-134.7881333,157,56,4.32466658064358,"2"
"305",2009,"RKC",1,"Juneau","1",142,33,"Post_Recruit","5","1","0","0",58.44733333,-134.7881333,157,56,4.32466658064358,"2"
"311",2009,"RKC",1,"Juneau","1",142,31,"Recruit","3","0","0","0",58.44733333,-134.7881333,157,56,4.32466658064358,"2"
"314",2009,"RKC",1,"Juneau","1",122,17,"Pre_Recruit","3","1","0","0",58.45095,-134.8144833,157,46,4.32466658064358,"1"
"317",2009,"RKC",1,"Juneau","1",161,36,"Post_Recruit","4","0","1","0",58.45095,-134.8144833,157,46,4.32466658064358,"2"
"318",2009,"RKC",1,"Juneau","1",125,25,"Pre_Recruit","3","1","0","0",58.45095,-134.8144833,157,46,4.32466658064358,"2"
"319",2009,"RKC",1,"Juneau","1",102,15,"Juvenile","3","0","0","0",58.45095,-134.8144833,157,46,4.32466658064358,"1"
"320",2009,"RKC",1,"Juneau","1",152,36,"Recruit","3","0","0","0",58.45095,-134.8144833,157,46,4.32466658064358,"2"
"322",2009,"RKC",1,"Juneau","1",125,25,"Pre_Recruit","3","0","0","0",58.45095,-134.8144833,157,46,4.32466658064358,"2"
"323",2009,"RKC",1,"Juneau","1",133,27,"Pre_Recruit","3","0","0","0",58.45738333,-134.8584,157,60,4.32466658064358,"2"
"326",2009,"RKC",1,"Juneau","1",131,18,"Pre_Recruit","3","1","0","0",58.45738333,-134.8584,157,60,4.32466658064358,"1"
"329",2009,"RKC",1,"Juneau","1",143,26,"Recruit","3","0","0","0",58.45738333,-134.8584,157,60,4.32466658064358,"2"
"331",2009,"RKC",1,"Juneau","1",149,33,"Post_Recruit","4","0","0","0",58.46986667,-134.8159167,157,58,4.32466658064358,"2"
"333",2009,"RKC",1,"Juneau","1",129,19,"Pre_Recruit","2","0","0","0",58.46986667,-134.8159167,157,58,4.32466658064358,"1"
"334",2009,"RKC",1,"Juneau","1",117,22,"Pre_Recruit","3","0","0","0",58.46986667,-134.8159167,157,58,4.32466658064358,"2"
"335",2009,"RKC",1,"Juneau","1",114,16,"Pre_Recruit","3","0","0","0",58.46986667,-134.8159167,157,58,4.32466658064358,"1"
"336",2009,"RKC",1,"Juneau","1",99,13,"Juvenile","3","0","0","0",58.46986667,-134.8159167,157,58,4.32466658064358,"1"
"337",2009,"RKC",1,"Juneau","1",99,13,"Juvenile","3","1","0","0",58.46986667,-134.8159167,157,58,4.32466658064358,"1"
"339",2009,"RKC",1,"Juneau","1",138,29,"Recruit","3","0","0","0",54.47246667,-134.8158833,157,68,4.32466658064358,"2"
"341",2009,"RKC",1,"Juneau","1",152,28,"Post_Recruit","4","1","1","0",54.47246667,-134.8158833,157,68,4.32466658064358,"2"
"343",2009,"RKC",1,"Juneau","1",151,32,"Post_Recruit","4","0","0","0",58.48505,-134.8092333,157,69,4.32466658064358,"2"
"347",2009,"RKC",1,"Juneau","1",155,36,"Post_Recruit","4","0","0","0",58.48505,-134.8092333,157,69,4.32466658064358,"2"
"351",2009,"RKC",1,"Juneau","1",157,38,"Post_Recruit","4","0","0","0",58.49813333,-134.8356667,157,57,4.32466658064358,"2"
"357",2009,"RKC",1,"Juneau","1",138,23,"Recruit","3","0","1","0",58.49813333,-134.8356667,157,57,4.32466658064358,"1"
"361",2009,"RKC",1,"Juneau","1",155,36,"Recruit","3","0","0","0",58.49813333,-134.8356667,157,57,4.32466658064358,"2"
"366",2009,"RKC",1,"Juneau","1",146,26,"Recruit","3","0","0","0",58.49813333,-134.8356667,157,57,4.32466658064358,"2"
"367",2009,"RKC",1,"Juneau","1",144,27,"Recruit","3","0","1","0",58.49813333,-134.8356667,157,57,4.32466658064358,"2"
"368",2009,"RKC",1,"Juneau","1",146,35,"Post_Recruit","4","0","0","0",58.49813333,-134.8356667,157,57,4.32466658064358,"2"
"372",2009,"RKC",1,"Juneau","1",122,23,"Pre_Recruit","3","0","0","0",58.49813333,-134.8356667,157,57,4.32466658064358,"2"
"373",2009,"RKC",1,"Juneau","1",118,19,"Pre_Recruit","3","1","0","0",58.49813333,-134.8356667,157,57,4.32466658064358,"1"
"377",2009,"RKC",1,"Juneau","1",133,28,"Pre_Recruit","4","0","0","0",58.50978333,-134.8301667,157,20,4.32466658064358,"2"
"378",2009,"RKC",1,"Juneau","1",143,30,"Post_Recruit","5","0","0","0",58.50978333,-134.8301667,157,20,4.32466658064358,"2"
"379",2009,"RKC",1,"Juneau","1",113,21,"Pre_Recruit","4","0","0","0",58.50978333,-134.8301667,157,20,4.32466658064358,"2"
"381",2009,"RKC",1,"Juneau","1",119,24,"Pre_Recruit","4","1","0","0",58.50978333,-134.8301667,157,20,4.32466658064358,"2"
"384",2009,"RKC",1,"Juneau","1",121,25,"Pre_Recruit","4","1","0","0",58.50978333,-134.8301667,157,20,4.32466658064358,"2"
"385",2009,"RKC",1,"Juneau","1",121,24,"Pre_Recruit","5","1","0","0",58.50978333,-134.8301667,157,20,4.32466658064358,"2"
"386",2009,"RKC",1,"Juneau","1",100,15,"Juvenile","3","1","1","0",58.50978333,-134.8301667,157,20,4.32466658064358,"1"
"387",2009,"RKC",1,"Juneau","1",109,15,"Juvenile","3","0","0","0",58.50978333,-134.8301667,157,20,4.32466658064358,"1"
"394",2009,"RKC",1,"Juneau","1",120,24,"Pre_Recruit","4","1","0","0",58.53875,-134.8622,157,47,4.32466658064358,"2"
"396",2009,"RKC",1,"Juneau","1",127,26,"Pre_Recruit","4","0","0","0",58.53875,-134.8622,157,47,4.32466658064358,"2"
"406",2009,"RKC",1,"Juneau","1",131,19,"Pre_Recruit","4","0","1","0",58.53875,-134.8622,157,47,4.32466658064358,"1"
"409",2009,"RKC",1,"Juneau","1",139,26,"Recruit","3","0","1","0",58.58456667,-134.9282,157,74,4.32466658064358,"2"
"414",2009,"RKC",1,"Juneau","1",130,26,"Pre_Recruit","3","0","0","0",58.58876667,-134.9099333,157,76,4.32466658064358,"2"
"421",2009,"RKC",1,"Juneau","1",117,12,"Pre_Recruit","3","0","0","0",58.58876667,-134.9099333,157,76,4.32466658064358,"1"
"422",2009,"RKC",1,"Juneau","1",125,23,"Pre_Recruit","3","1","0","0",58.58876667,-134.9099333,157,76,4.32466658064358,"2"
"423",2009,"RKC",1,"Juneau","1",88,12,"Juvenile","3","1","0","0",58.58876667,-134.9099333,157,76,4.32466658064358,"1"
"424",2009,"RKC",1,"Juneau","1",83,11,"Juvenile","3","0","0","0",58.58876667,-134.9099333,157,76,4.32466658064358,"1"
"425",2009,"RKC",1,"Juneau","1",114,16,"Pre_Recruit","3","0","0","0",58.58876667,-134.9099333,157,76,4.32466658064358,"1"
"429",2009,"RKC",1,"Juneau","1",131,19,"Pre_Recruit","3","1","1","0",58.3867,-134.78875,158,54,4.32466658064358,"1"
"431",2009,"RKC",1,"Juneau","1",124,18,"Pre_Recruit","3","0","0","0",58.3867,-134.78875,158,54,4.32466658064358,"1"
"433",2009,"RKC",1,"Juneau","1",105,19,"Juvenile","3","0","1","0",58.3867,-134.78875,158,54,4.32466658064358,"2"
"448",2009,"RKC",1,"Juneau","1",149,28,"Post_Recruit","4","0","1","0",58.36235,-134.7670667,158,59,4.32466658064358,"2"
"449",2009,"RKC",1,"Juneau","1",133,25,"Pre_Recruit","3","0","0","0",58.36235,-134.7670667,158,59,4.32466658064358,"2"
"451",2009,"RKC",1,"Juneau","1",149,24,"Recruit","3","0","0","0",58.36235,-134.7670667,158,59,4.32466658064358,"1"
"452",2009,"RKC",1,"Juneau","1",143,32,"Post_Recruit","4","0","0","0",58.36235,-134.7670667,158,59,4.32466658064358,"2"
"453",2009,"RKC",1,"Juneau","1",124,18,"Pre_Recruit","3","0","0","0",58.36235,-134.7670667,158,59,4.32466658064358,"1"
"462",2009,"RKC",1,"Juneau","1",143,30,"Post_Recruit","4","0","0","0",58.35606667,-134.7664833,158,58,4.32466658064358,"2"
"467",2009,"RKC",1,"Juneau","1",100,14,"Juvenile","3","0","0","0",58.33533333,-134.7730833,158,57,4.32466658064358,"1"
"476",2009,"RKC",1,"Juneau","1",168,34,"Post_Recruit","4","0","1","0",58.32228333,-134.7626333,158,47,4.32466658064358,"2"
"478",2009,"RKC",1,"Juneau","1",167,34,"Post_Recruit","4","0","1","0",58.32228333,-134.7626333,158,47,4.32466658064358,"2"
"494",2009,"RKC",1,"Juneau","1",113,22,"Pre_Recruit","4","1","0","0",58.32228333,-134.7626333,158,47,4.32466658064358,"2"
"502",2009,"RKC",1,"Juneau","1",120,17,"Pre_Recruit","3","0","0","0",58.31031667,-134.75535,158,52,4.32466658064358,"1"
"522",2009,"RKC",1,"Juneau","1",107,14,"Juvenile","3","1","0","0",58.30073333,-134.6996333,158,46,4.32466658064358,"1"
"531",2009,"RKC",1,"Juneau","1",118,18,"Pre_Recruit","3","0","0","0",58.36683333,-134.7336333,159,32,4.32466658064358,"1"
"623",2009,"RKC",1,"Juneau","1",92,13,"Juvenile","3","0","0","0",58.3558,-134.6878,159,46,4.32466658064358,"1"
"625",2009,"RKC",1,"Juneau","1",104,14,"Juvenile","3","0","0","0",58.3558,-134.6878,159,46,4.32466658064358,"1"
"626",2009,"RKC",1,"Juneau","1",90,11,"Juvenile","3","0","0","0",58.3558,-134.6878,159,46,4.32466658064358,"1"
"627",2009,"RKC",1,"Juneau","1",98,12,"Juvenile","3","0","0","0",58.3558,-134.6878,159,46,4.32466658064358,"1"
"1404",2009,"RKC",1,"St._James Bay","1",166,28,"Recruit","3","0","0","0",58.61493333,-135.1697333,155,12,4.31797769382983,"1"
"1406",2009,"RKC",1,"St._James Bay","1",131,30,"Pre_Recruit","4","1","0","0",58.60456667,-135.1634833,155,28,4.31797769382983,"2"
"1407",2009,"RKC",1,"St._James Bay","1",140,31,"Post_Recruit","4","0","0","0",58.60456667,-135.1634833,155,28,4.31797769382983,"2"
"1410",2009,"RKC",1,"St._James Bay","1",168,33,"Recruit","3","0","0","0",58.60456667,-135.1634833,155,28,4.31797769382983,"2"
"1411",2009,"RKC",1,"St._James Bay","1",140,30,"Post_Recruit","4","1","0","0",58.60456667,-135.1634833,155,28,4.31797769382983,"2"
"1425",2009,"RKC",1,"St._James Bay","1",153,28,"Recruit","3","0","0","0",58.60651667,-135.1723333,155,21,4.31797769382983,"2"
"1426",2009,"RKC",1,"St._James Bay","1",144,34,"Post_Recruit","4","0","0","0",58.60651667,-135.1723333,155,21,4.31797769382983,"2"
"1433",2009,"RKC",1,"St._James Bay","1",166,39,"Recruit","3","1","0","0",58.59696667,-135.17815,155,41,4.31797769382983,"2"
"1435",2009,"RKC",1,"St._James Bay","1",157,33,"Recruit","3","0","0","0",58.59696667,-135.17815,155,41,4.31797769382983,"2"
"1437",2009,"RKC",1,"St._James Bay","1",128,29,"Pre_Recruit","4","1","0","0",58.59696667,-135.17815,155,41,4.31797769382983,"2"
"1438",2009,"RKC",1,"St._James Bay","1",157,30,"Recruit","3","0","0","0",58.59696667,-135.17815,155,41,4.31797769382983,"2"
"1445",2009,"RKC",1,"St._James Bay","1",99,14,"Juvenile","3","0","0","0",58.59696667,-135.17815,155,41,4.31797769382983,"1"
"1459",2009,"RKC",1,"St._James Bay","1",101,14,"Juvenile","3","1","0","0",58.59261667,-135.1874,155,16,4.31797769382983,"1"
"1460",2009,"RKC",1,"St._James Bay","1",130,27,"Pre_Recruit","4","1","0","0",58.59261667,-135.1874,155,16,4.31797769382983,"2"
"1462",2009,"RKC",1,"St._James Bay","1",169,42,"Post_Recruit","4","1","0","0",58.59261667,-135.1874,155,16,4.31797769382983,"2"
"1464",2009,"RKC",1,"St._James Bay","1",95,13,"Juvenile","3","1","0","0",58.59261667,-135.1874,155,16,4.31797769382983,"1"
"1465",2009,"RKC",1,"St._James Bay","1",123,23,"Pre_Recruit","3","0","0","0",58.59261667,-135.1874,155,16,4.31797769382983,"2"
"1467",2009,"RKC",1,"St._James Bay","1",145,27,"Recruit","3","0","0","0",58.5862,-135.1824,155,16,4.31797769382983,"2"
"1468",2009,"RKC",1,"St._James Bay","1",124,16,"Pre_Recruit","3","1","0","0",58.5862,-135.1824,155,16,4.31797769382983,"1"
"1469",2009,"RKC",1,"St._James Bay","1",156,28,"Post_Recruit","4","0","1","0",58.58641667,-135.1725,155,51,4.31797769382983,"2"
"1470",2009,"RKC",1,"St._James Bay","1",137,32,"Pre_Recruit","4","0","0","0",58.58641667,-135.1725,155,51,4.31797769382983,"2"
"1473",2009,"RKC",1,"St._James Bay","1",109,15,"Juvenile","3","0","0","0",58.58641667,-135.1725,155,51,4.31797769382983,"1"
"1476",2009,"RKC",1,"St._James Bay","1",131,27,"Pre_Recruit","4","1","0","0",58.58641667,-135.1725,155,51,4.31797769382983,"2"
"1477",2009,"RKC",1,"St._James Bay","1",119,19,"Pre_Recruit","3","1","0","0",58.58641667,-135.1725,155,51,4.31797769382983,"1"
"1478",2009,"RKC",1,"St._James Bay","1",159,37,"Recruit","3","0","0","0",58.58641667,-135.1725,155,51,4.31797769382983,"2"
"1486",2009,"RKC",1,"St._James Bay","1",114,19,"Pre_Recruit","4","0","0","0",58.57875,-135.1644333,155,54,4.31797769382983,"1"
"1487",2009,"RKC",1,"St._James Bay","1",177,43,"Post_Recruit","3","0","0","0",58.57875,-135.1644333,155,54,4.31797769382983,"2"
"1488",2009,"RKC",1,"St._James Bay","1",162,32,"Recruit","3","0","0","0",58.57875,-135.1644333,155,54,4.31797769382983,"2"
"1492",2009,"RKC",1,"St._James Bay","1",144,32,"Post_Recruit","4","1","0","0",58.57875,-135.1644333,155,54,4.31797769382983,"2"
"1493",2009,"RKC",1,"St._James Bay","1",132,21,"Pre_Recruit","3","0","0","0",58.57875,-135.1644333,155,54,4.31797769382983,"1"
"1518",2009,"RKC",1,"St._James Bay","1",131,27,"Pre_Recruit","4","0","0","0",58.57518333,-135.1777667,155,20,4.31797769382983,"2"
"1519",2009,"RKC",1,"St._James Bay","1",109,21,"Juvenile","4","0","0","0",58.57518333,-135.1777667,155,20,4.31797769382983,"2"
"1520",2009,"RKC",1,"St._James Bay","1",127,27,"Pre_Recruit","4","0","0","0",58.57518333,-135.1777667,155,20,4.31797769382983,"2"
"1521",2009,"RKC",1,"St._James Bay","1",121,19,"Pre_Recruit","3","1","0","0",58.57518333,-135.1777667,155,20,4.31797769382983,"1"
"1522",2009,"RKC",1,"St._James Bay","1",155,40,"Post_Recruit","4","1","0","0",58.57431667,-135.1533167,155,58,4.31797769382983,"2"
"1523",2009,"RKC",1,"St._James Bay","1",144,34,"Post_Recruit","4","0","0","0",58.57431667,-135.1533167,155,58,4.31797769382983,"2"
"1524",2009,"RKC",1,"St._James Bay","1",148,35,"Recruit","3","0","0","0",58.57431667,-135.1533167,155,58,4.31797769382983,"2"
"1525",2009,"RKC",1,"St._James Bay","1",151,35,"Post_Recruit","4","0","0","0",58.57431667,-135.1533167,155,58,4.31797769382983,"2"
"1526",2009,"RKC",1,"St._James Bay","1",157,40,"Post_Recruit","4","1","0","0",58.57431667,-135.1533167,155,58,4.31797769382983,"2"
"1527",2009,"RKC",1,"St._James Bay","1",147,30,"Post_Recruit","4","0","0","0",58.57431667,-135.1533167,155,58,4.31797769382983,"2"
"1528",2009,"RKC",1,"St._James Bay","1",138,31,"Recruit","3","0","0","0",58.57431667,-135.1533167,155,58,4.31797769382983,"2"
"1529",2009,"RKC",1,"St._James Bay","1",165,40,"Post_Recruit","4","0","0","0",58.57431667,-135.1533167,155,58,4.31797769382983,"2"
"1530",2009,"RKC",1,"St._James Bay","1",138,32,"Post_Recruit","4","0","0","0",58.57431667,-135.1533167,155,58,4.31797769382983,"2"
"1531",2009,"RKC",1,"St._James Bay","1",147,33,"Recruit","3","0","0","0",58.57431667,-135.1533167,155,58,4.31797769382983,"2"
"1532",2009,"RKC",1,"St._James Bay","1",133,31,"Pre_Recruit","4","1","0","0",58.57431667,-135.1533167,155,58,4.31797769382983,"2"
"1533",2009,"RKC",1,"St._James Bay","1",166,37,"Post_Recruit","4","0","0","0",58.57431667,-135.1533167,155,58,4.31797769382983,"2"
"1534",2009,"RKC",1,"St._James Bay","1",149,34,"Post_Recruit","4","0","0","0",58.57431667,-135.1533167,155,58,4.31797769382983,"2"
"1535",2009,"RKC",1,"St._James Bay","1",152,38,"Recruit","3","0","0","0",58.57431667,-135.1533167,155,58,4.31797769382983,"2"
"1536",2009,"RKC",1,"St._James Bay","1",139,29,"Post_Recruit","4","0","0","0",58.57431667,-135.1533167,155,58,4.31797769382983,"2"
"1537",2009,"RKC",1,"St._James Bay","1",151,38,"Post_Recruit","4","0","0","0",58.57431667,-135.1533167,155,58,4.31797769382983,"2"
"1539",2009,"RKC",1,"St._James Bay","1",152,36,"Post_Recruit","4","0","0","0",58.57431667,-135.1533167,155,58,4.31797769382983,"2"
"1540",2009,"RKC",1,"St._James Bay","1",125,25,"Pre_Recruit","3","0","0","0",58.57431667,-135.1533167,155,58,4.31797769382983,"2"
"1541",2009,"RKC",1,"St._James Bay","1",135,33,"Pre_Recruit","4","0","0","0",58.57431667,-135.1533167,155,58,4.31797769382983,"2"
"1542",2009,"RKC",1,"St._James Bay","1",162,35,"Post_Recruit","4","0","0","0",58.57431667,-135.1533167,155,58,4.31797769382983,"2"
"1543",2009,"RKC",1,"St._James Bay","1",158,35,"Recruit","3","0","1","0",58.57431667,-135.1533167,155,58,4.31797769382983,"2"
"1544",2009,"RKC",1,"St._James Bay","1",166,30,"Post_Recruit","4","1","1","0",58.57431667,-135.1533167,155,58,4.31797769382983,"1"
"1545",2009,"RKC",1,"St._James Bay","1",147,33,"Recruit","3","1","1","0",58.57431667,-135.1533167,155,58,4.31797769382983,"2"
"1546",2009,"RKC",1,"St._James Bay","1",163,37,"Post_Recruit","4","0","0","0",58.57431667,-135.1533167,155,58,4.31797769382983,"2"
"1547",2009,"RKC",1,"St._James Bay","1",165,41,"Post_Recruit","4","0","0","0",58.57431667,-135.1533167,155,58,4.31797769382983,"2"
"1548",2009,"RKC",1,"St._James Bay","1",101,20,"Juvenile","3","0","0","0",58.57431667,-135.1533167,155,58,4.31797769382983,"2"
"1549",2009,"RKC",1,"St._James Bay","1",123,21,"Pre_Recruit","3","0","1","0",58.56521667,-135.16075,155,26,4.31797769382983,"1"
"1550",2009,"RKC",1,"St._James Bay","1",111,16,"Pre_Recruit","3","1","0","0",58.56521667,-135.16075,155,26,4.31797769382983,"1"
"1551",2009,"RKC",1,"St._James Bay","1",122,18,"Pre_Recruit","3","0","1","0",58.56521667,-135.16075,155,26,4.31797769382983,"1"
"1552",2009,"RKC",1,"St._James Bay","1",154,35,"Post_Recruit","4","1","0","0",58.56521667,-135.16075,155,26,4.31797769382983,"2"
"1554",2009,"RKC",1,"St._James Bay","1",147,28,"Recruit","3","1","0","0",58.56521667,-135.16075,155,26,4.31797769382983,"2"
"1555",2009,"RKC",1,"St._James Bay","1",120,25,"Pre_Recruit","3","0","0","0",58.56521667,-135.16075,155,26,4.31797769382983,"2"
"1556",2009,"RKC",1,"St._James Bay","1",115,15,"Pre_Recruit","3","1","0","0",58.56521667,-135.16075,155,26,4.31797769382983,"1"
"1557",2009,"RKC",1,"St._James Bay","1",152,22,"Post_Recruit","4","0","1","0",58.55836667,-135.1323167,155,50,4.31797769382983,"1"
"1558",2009,"RKC",1,"St._James Bay","1",128,29,"Pre_Recruit","4","0","0","0",58.54908333,-135.1376333,155,42,4.31797769382983,"2"
"1559",2009,"RKC",1,"St._James Bay","1",116,20,"Pre_Recruit","3","0","0","0",58.54908333,-135.1376333,155,42,4.31797769382983,"2"
"1560",2009,"RKC",1,"St._James Bay","1",122,23,"Pre_Recruit","4","0","0","0",58.54908333,-135.1376333,155,42,4.31797769382983,"2"
"1561",2009,"RKC",1,"St._James Bay","1",124,24,"Pre_Recruit","3","0","0","0",58.54908333,-135.1376333,155,42,4.31797769382983,"2"
"1562",2009,"RKC",1,"St._James Bay","1",105,20,"Juvenile","3","1","0","0",58.54908333,-135.1376333,155,42,4.31797769382983,"2"
"1563",2009,"RKC",1,"St._James Bay","1",136,30,"Pre_Recruit","4","0","0","0",58.5457,-135.1385333,155,39,4.31797769382983,"2"
"1564",2009,"RKC",1,"St._James Bay","1",146,32,"Recruit","3","0","0","0",58.5457,-135.1385333,155,39,4.31797769382983,"2"
"1565",2009,"RKC",1,"St._James Bay","1",132,28,"Pre_Recruit","4","0","0","0",58.5457,-135.1385333,155,39,4.31797769382983,"2"
"1567",2009,"RKC",1,"St._James Bay","1",109,20,"Juvenile","3","0","0","0",58.5457,-135.1385333,155,39,4.31797769382983,"2"
"1568",2009,"RKC",1,"St._James Bay","1",115,20,"Pre_Recruit","3","1","0","0",58.5457,-135.1385333,155,39,4.31797769382983,"2"
"1569",2009,"RKC",1,"St._James Bay","1",108,22,"Juvenile","3","1","0","0",58.5457,-135.1385333,155,39,4.31797769382983,"2"
"1570",2009,"RKC",1,"St._James Bay","1",133,29,"Pre_Recruit","4","1","0","0",58.52758333,-135.139,155,16,4.31797769382983,"2"
"1571",2009,"RKC",1,"St._James Bay","1",123,25,"Pre_Recruit","3","1","0","0",58.47911667,-135.1221167,155,51,4.31797769382983,"2"
"1572",2009,"RKC",1,"St._James Bay","1",118,17,"Pre_Recruit","3","0","0","0",58.47911667,-135.1221167,155,51,4.31797769382983,"1"
"1573",2009,"RKC",1,"St._James Bay","1",138,25,"Recruit","3","1","0","0",58.47911667,-135.1221167,155,51,4.31797769382983,"2"
"1574",2009,"RKC",1,"St._James Bay","1",130,18,"Pre_Recruit","3","0","0","0",58.47911667,-135.1221167,155,51,4.31797769382983,"1"
"1575",2009,"RKC",1,"St._James Bay","1",123,19,"Pre_Recruit","3","0","0","0",58.47911667,-135.1221167,155,51,4.31797769382983,"1"
"1576",2009,"RKC",1,"St._James Bay","1",121,27,"Pre_Recruit","4","0","0","0",58.47911667,-135.1221167,155,51,4.31797769382983,"2"
"1577",2009,"RKC",1,"St._James Bay","1",101,19,"Juvenile","4","0","0","0",58.47911667,-135.1221167,155,51,4.31797769382983,"2"
"1578",2009,"RKC",1,"St._James Bay","1",141,22,"Recruit","3","1","0","0",58.47911667,-135.1221167,155,51,4.31797769382983,"1"
"1579",2009,"RKC",1,"St._James Bay","1",141,34,"Recruit","3","0","0","0",58.47911667,-135.1221167,155,51,4.31797769382983,"2"
"1580",2009,"RKC",1,"St._James Bay","1",147,25,"Recruit","3","1","1","0",58.47911667,-135.1221167,155,51,4.31797769382983,"1"
"1581",2009,"RKC",1,"St._James Bay","1",137,22,"Pre_Recruit","2","0","0","0",58.47911667,-135.1221167,155,51,4.31797769382983,"1"
"1583",2009,"RKC",1,"St._James Bay","1",130,20,"Pre_Recruit","3","0","0","0",58.47911667,-135.1221167,155,51,4.31797769382983,"1"
"1584",2009,"RKC",1,"St._James Bay","1",121,18,"Pre_Recruit","3","0","0","0",58.47911667,-135.1221167,155,51,4.31797769382983,"1"
"1585",2009,"RKC",1,"St._James Bay","1",120,19,"Pre_Recruit","3","0","0","0",58.47911667,-135.1221167,155,51,4.31797769382983,"1"
"1587",2009,"RKC",1,"St._James Bay","1",118,18,"Pre_Recruit","3","0","0","0",58.47911667,-135.1221167,155,51,4.31797769382983,"1"
