Salinity, Practical [PSU]	Temperature [ITS-90, deg C]	Depth [salt water, m]
31.74746	5.94950	71.6896
31.73104	5.92984	71.9410
31.73948	5.90600	72.1863
31.76144	5.88191	72.3954
31.77318	5.86472	72.5347
31.76788	5.85289	72.5953
31.79327	5.83803	72.5774
31.80837	5.83222	72.5622
31.80831	5.83727	72.5746
31.79405	5.84177	72.5596
31.80772	5.84228	72.4990
31.80579	5.84819	72.4295
31.80323	5.85456	72.3448
31.80548	5.86002	72.2299
31.80732	5.86806	72.1000
31.80494	5.87822	71.9728
31.80660	5.88895	71.8397
31.80335	5.90210	71.7188
31.79369	5.91531	71.5765
31.78489	5.92498	71.4162
31.77916	5.93096	71.2256
31.77631	5.93410	71.0258
31.77827	5.93602	70.8080
31.77425	5.93901	70.6023
31.77512	5.94099	70.3936
31.78130	5.94377	70.1879
31.78775	5.95091	69.9822
31.78597	5.96292	69.7611
31.77528	5.97494	69.5432
31.76613	5.98325	69.3345
31.76159	5.98746	69.1288
31.75744	5.98949	68.9140
31.75990	5.99066	68.6991
31.75836	5.99263	68.4842
31.75459	5.99426	68.2785
31.75383	5.99451	68.0668
31.75700	5.99476	67.8577
31.75487	5.99583	67.6430
31.75575	5.99669	67.4251
31.75412	5.99781	67.2042
31.75425	5.99852	66.9894
31.75452	5.99923	66.7624
31.75347	5.99994	66.5476
31.75524	6.00029	66.3267
31.76071	6.00171	66.0997
31.76052	6.00557	65.8637
31.75755	6.01018	65.6246
31.75796	6.01353	65.4067
31.75652	6.01703	65.1677
31.75318	6.01998	64.9438
31.75120	6.02155	64.6985
31.75172	6.02251	64.4656
31.75614	6.02358	64.2265
31.75956	6.02652	63.9874
31.75902	6.03150	63.7423
31.75544	6.03647	63.5002
31.75213	6.03947	63.2522
31.74948	6.04094	63.0190
31.74760	6.04094	62.7678
31.75058	6.04038	62.5319
31.75098	6.04074	62.2929
31.76301	6.04201	62.0507
31.77107	6.04780	61.8146
31.77715	6.05821	61.5696
31.78035	6.07213	61.3334
31.77580	6.08763	61.0914
31.76779	6.10146	60.8553
31.76572	6.11239	60.6192
31.76925	6.12236	60.3772
31.76580	6.13330	60.1351
31.75947	6.14343	59.8959
31.75737	6.15116	59.6569
31.75006	6.15727	59.4026
31.74581	6.16017	59.1606
31.74653	6.16129	58.9185
31.74725	6.16241	58.6885
31.74780	6.16379	58.4433
31.74453	6.16527	58.2073
31.74416	6.16542	57.9653
31.74549	6.16552	57.7262
31.74211	6.16572	57.4811
31.72513	6.16415	57.2389
31.71914	6.15544	57.0027
31.72027	6.14220	56.7546
31.72489	6.12913	56.5155
31.73108	6.11732	56.2765
31.75022	6.10883	56.0435
31.76393	6.10888	55.7952
31.74762	6.11392	55.5622
31.74246	6.11381	55.3171
31.74372	6.11046	55.0841
31.74569	6.10715	54.8327
31.75328	6.10446	54.5998
31.79391	6.10695	54.3547
31.81266	6.12567	54.1157
31.81118	6.15457	53.8795
31.81782	6.18518	53.6314
31.82520	6.22050	53.3983
31.81008	6.26009	53.1592
31.79773	6.29497	52.9232
31.80204	6.32527	52.6811
31.80107	6.35702	52.4420
31.79272	6.38942	52.1998
31.78841	6.42071	51.9638
31.77376	6.45070	51.7217
31.76422	6.47660	51.4765
31.73988	6.49892	51.2404
31.72690	6.51514	50.9984
31.71460	6.52711	50.7623
31.70620	6.53518	50.5202
31.69728	6.54057	50.2750
31.68625	6.54396	50.0359
31.67747	6.54530	49.7968
31.66476	6.54499	49.5517
31.66131	6.54345	49.3127
31.65444	6.54340	49.0705
31.65727	6.54591	48.8373
31.65896	6.55136	48.5892
31.65789	6.56097	48.3561
31.65298	6.57414	48.1142
31.64563	6.58818	47.8840
31.64253	6.60176	47.6328
