Scan Count	Temperature [ITS-90, deg C]	Conductivity [S/m]	Pressure, Strain Gauge [db]	Depth [salt water, m]	Oxygen Saturation, Weiss [ml/l]	Salinity, Practical [PSU]
434	6.34708	3.1572361	61.5256	61.1784	7.023466	31.50643
435	6.38714	3.1585472	60.6644	60.3223	7.017822	31.48429
436	6.40205	3.1585469	59.9463	59.6083	7.015962	31.47087
437	6.41014	3.1581568	59.3894	59.0547	7.015146	31.45937
438	6.41931	3.1575068	58.9238	58.5917	7.014329	31.44396
439	6.42546	3.1571539	58.4492	58.1199	7.013736	31.43463
440	6.42940	3.1569681	57.9715	57.6449	7.013331	31.42917
441	6.43304	3.1568318	57.4937	57.1699	7.012939	31.42454
442	6.43576	3.1567079	57.0432	56.7220	7.012656	31.42089
443	6.43673	3.1566026	56.5838	56.2653	7.012579	31.41904
444	6.43699	3.1564910	55.8809	55.5664	7.012588	31.41791
445	6.43678	3.1560763	55.0257	54.7161	7.012804	31.41393
446	6.43576	3.1548636	54.1247	53.8203	7.013522	31.40193
447	6.43591	3.1540159	53.2086	52.9095	7.013911	31.39288
448	6.43617	3.1534157	52.2832	51.9894	7.014162	31.38646
449	6.43576	3.1530011	51.3489	51.0605	7.014401	31.38271
450	6.43545	3.1527596	50.3872	50.1043	7.014540	31.38078
451	6.43612	3.1523079	49.4133	49.1359	7.014665	31.37565
452	6.43571	3.1514172	48.4484	48.1766	7.015143	31.36666
453	6.43873	3.1511943	47.5017	47.2353	7.014861	31.36187
454	6.44375	3.1512867	46.5522	46.2912	7.014172	31.35871
455	6.45026	3.1511256	45.5872	45.3317	7.013427	31.35141
456	6.46760	3.1488749	44.6072	44.3573	7.012392	31.31118
457	6.48494	3.1435914	43.6210	43.3768	7.012879	31.23763
458	6.49310	3.1371014	42.6288	42.3902	7.015107	31.15930
459	6.49510	3.1320106	41.6789	41.4458	7.017396	31.10197
460	6.50419	3.1252400	40.7356	40.5078	7.019648	31.01978
461	6.53022	3.1177605	39.7645	39.5422	7.020142	30.91454
462	6.53618	3.1129032	38.7874	38.5707	7.021815	30.85634
463	6.52637	3.1076613	37.7919	37.5808	7.025647	30.80817
464	6.50393	3.1016486	36.8454	36.6397	7.031449	30.76288
465	6.48863	3.0977899	35.9109	35.7105	7.035282	30.73475
466	6.49069	3.0949030	34.9612	34.7662	7.036457	30.70167
467	6.50208	3.0935334	33.9871	33.7976	7.035699	30.67685
468	6.50783	3.0930971	33.0070	32.8230	7.035177	30.66735
469	6.51117	3.0928144	32.0482	31.8696	7.034882	30.66170
470	6.51430	3.0926054	31.1076	30.9344	7.034575	30.65703
471	6.52108	3.0913160	30.1975	30.0294	7.034354	30.63723
472	6.53248	3.0902293	29.2782	29.1153	7.033453	30.61552
473	6.54055	3.0895539	28.3620	28.2042	7.032763	30.60132
474	6.54846	3.0882772	27.4335	27.2810	7.032393	30.58068
475	6.55725	3.0873811	26.5325	26.3850	7.031723	30.56342
476	6.56419	3.0868593	25.6680	25.5254	7.031097	30.55190
477	6.56995	3.0861168	24.8157	24.6779	7.030730	30.53902
478	6.58358	3.0835650	23.9604	23.8274	7.030284	30.49933
479	6.60437	3.0809405	23.0928	22.9646	7.028976	30.45252
480	6.64355	3.0751245	22.2193	22.0960	7.026955	30.35460
481	6.78617	3.0701135	21.3912	21.2725	7.011578	30.17450
482	6.99059	3.0709255	20.5815	20.4674	6.985667	30.00475
483	7.21169	3.0757858	19.7688	19.6592	6.955860	29.86561
484	7.45637	3.0886644	18.9225	18.8177	6.919525	29.79303
485	7.69476	3.0958869	18.0337	17.9338	6.886953	29.66636
486	7.82605	3.1056189	17.1477	17.0528	6.866422	29.65803
487	7.93526	3.1099473	16.2649	16.1749	6.851179	29.61143
488	7.98522	3.1145248	15.3912	15.3061	6.843012	29.61769
489	8.04264	3.1175037	14.5055	14.4253	6.834705	29.60081
