Salinity, Practical [PSU]	Temperature [ITS-90, deg C]	Depth [salt water, m]
30.87586	7.18586	40.6657
30.88226	7.18194	40.8957
30.88932	7.17610	41.1321
30.89795	7.16822	41.3290
30.90542	7.15904	41.5018
30.91313	7.15059	41.6079
30.91835	7.14527	41.6352
30.92129	7.14266	41.6443
30.92235	7.14334	41.6414
30.91993	7.14642	41.6413
30.91624	7.15054	41.6446
30.91215	7.15361	41.6415
30.91537	7.15002	41.6476
30.92079	7.14397	41.6446
30.92348	7.14021	41.6416
30.92502	7.13813	41.6296
30.92638	7.13662	41.6296
30.92731	7.13557	41.6327
30.92810	7.13469	41.6388
30.92880	7.13323	41.6449
30.93137	7.13036	41.6418
30.93383	7.12833	41.5662
30.93467	7.12895	41.4391
30.93392	7.13292	41.3179
30.92915	7.13703	41.1817
30.92562	7.14001	41.0212
30.92288	7.14240	40.8577
30.91971	7.14454	40.6792
30.91708	7.14689	40.4972
30.91280	7.15012	40.3127
30.90816	7.15450	40.1340
30.90373	7.15878	39.9672
30.89888	7.16212	39.8039
30.89397	7.16582	39.6344
30.89100	7.16952	39.4617
30.88806	7.17260	39.2922
30.88505	7.17464	39.1194
30.88382	7.17646	38.9500
30.88169	7.17819	38.7775
30.88043	7.18006	38.5987
30.88005	7.18231	38.4109
30.87903	7.18617	38.2021
30.87543	7.19358	38.0022
30.86700	7.20387	37.8052
30.85889	7.21410	37.5933
30.84967	7.22528	37.3964
30.84234	7.23359	37.2027
30.83674	7.23996	37.0058
30.83166	7.24577	36.7969
30.82634	7.25146	36.5939
30.82145	7.25638	36.3848
30.81673	7.26067	36.1670
30.80944	7.26417	35.9518
30.80033	7.26657	35.7156
30.79022	7.26741	35.4883
30.78642	7.26746	35.2462
30.78090	7.26757	35.0100
30.77644	7.26835	34.7796
30.77231	7.26982	34.5405
30.76604	7.27264	34.3135
30.75883	7.27756	34.0923
30.75054	7.28483	33.8591
30.74163	7.29535	33.6290
30.73319	7.30655	33.3864
30.72663	7.31571	33.1534
30.71780	7.32728	32.9050
30.70769	7.33985	32.6628
30.69531	7.35327	32.4144
30.68352	7.36632	32.1691
30.67151	7.37927	31.9208
30.65768	7.39322	31.6664
30.64250	7.40833	31.4361
30.62739	7.42518	31.1907
30.61194	7.44130	30.9516
30.59872	7.45528	30.7122
30.58272	7.46957	30.4729
30.56679	7.48560	30.2186
30.55098	7.49933	29.9642
30.53670	7.51237	29.7219
30.52197	7.52490	29.4704
