Scan Count	Temperature [ITS-90, deg C]	Conductivity [S/m]	Depth [salt water, m]	Oxygen Saturation, Weiss [ml/l]	Salinity, Practical [PSU]
804	7.14130	3.2489877	64.8615	6.881546	31.77584
805	7.12243	3.2482436	65.0917	6.884164	31.78504
806	7.10722	3.2482125	65.3249	6.886001	31.79861
807	7.09691	3.2483065	65.5397	6.887193	31.80904
808	7.08993	3.2481503	65.7698	6.888108	31.81367
809	7.08540	3.2481504	65.9911	6.888654	31.81775
810	7.08222	3.2481505	66.2181	6.889038	31.82057
811	7.07920	3.2480255	66.4300	6.889464	31.82190
812	7.07582	3.2476566	66.6510	6.890052	31.82092
813	7.07311	3.2475629	66.8873	6.890426	31.82229
814	7.07014	3.2475317	67.1052	6.890801	31.82459
815	7.06754	3.2475631	67.3294	6.891102	31.82722
816	7.06536	3.2474068	67.5596	6.891444	31.82744
817	7.06400	3.2473443	67.7896	6.891641	31.82790
818	7.06234	3.2471568	68.0319	6.891936	31.82729
819	7.06156	3.2466941	68.3045	6.892260	31.82286
820	7.06171	3.2468505	68.5559	6.892171	31.82429
821	7.06083	3.2474698	68.7557	6.891980	31.83174
822	7.05875	3.2471571	68.9706	6.892385	31.83017
823	7.05724	3.2469446	69.2008	6.892674	31.82914
824	7.05719	3.2469447	69.4338	6.892685	31.82908
825	7.05729	3.2468509	69.6549	6.892723	31.82787
826	7.05625	3.2466759	69.8730	6.892937	31.82683
827	7.05453	3.2463821	70.1153	6.893290	31.82511
828	7.05198	3.2461695	70.3333	6.893703	31.82505
829	7.04902	3.2462009	70.5635	6.894047	31.82802
830	7.04626	3.2460759	70.7874	6.894443	31.82910
831	7.04371	3.2459822	71.0085	6.894798	31.83034
832	7.04174	3.2459198	71.2297	6.895070	31.83138
833	7.03986	3.2457636	71.4445	6.895374	31.83131
834	7.03862	3.2456136	71.6747	6.895602	31.83073
835	7.03633	3.2451760	71.9018	6.896093	31.82798
836	7.03274	3.2448697	72.1290	6.896677	31.82786
837	7.02790	3.2447135	72.3440	6.897336	31.83052
838	7.02068	3.2439697	72.5680	6.898569	31.82901
839	7.01085	3.2432259	72.7890	6.900113	31.82989
840	7.00145	3.2429760	73.0101	6.901367	31.83576
841	6.99199	3.2427011	73.2220	6.902640	31.84142
