Scan Count	Temperature [ITS-90, deg C]	Conductivity [S/m]	Depth [salt water, m]	Oxygen Saturation, Weiss [ml/l]	Salinity, Practical [PSU]
232	8.51361	2.9757053	0.5240	6.842148	27.74885
233	8.51868	2.9759715	0.5240	6.841408	27.74760
234	8.52364	2.9761893	0.5332	6.840702	27.74594
235	8.52812	2.9761529	0.5240	6.840171	27.74205
236	8.53239	2.9763284	0.5271	6.839570	27.74051
237	8.53665	2.9768669	0.5242	6.838806	27.74270
238	8.54032	2.9767761	0.5181	6.838398	27.73889
239	8.54340	2.9758563	0.5211	6.838437	27.72701
240	8.54691	2.9747552	0.5212	6.838505	27.71294
241	8.55042	2.9743740	0.5242	6.838248	27.70627
242	8.55312	2.9749064	0.5303	6.837678	27.70962
243	8.55587	2.9751786	0.5151	6.837218	27.71027
244	8.55943	2.9750515	0.5273	6.836840	27.70616
245	8.56327	2.9749365	0.5304	6.836424	27.70198
246	8.56700	2.9752874	0.5335	6.835810	27.70266
247	8.57067	2.9762978	0.5335	6.834906	27.71016
248	8.57434	2.9769270	0.5336	6.834174	27.71375
249	8.57683	2.9767818	0.5305	6.833935	27.71031
250	8.57796	2.9754385	0.5246	6.834402	27.69563
251	8.58029	2.9738354	0.5215	6.834840	27.67734
252	8.58245	2.9718032	0.5186	6.835492	27.65478
253	8.58142	2.9717306	0.5126	6.835650	27.65484
254	8.57980	2.9726499	0.5187	6.835434	27.66555
255	8.58126	2.9735450	0.5247	6.834852	27.67360
256	8.58537	2.9744886	0.5218	6.833925	27.68007
257	8.58964	2.9749665	0.5248	6.833189	27.68164
258	8.59336	2.9743918	0.5279	6.832992	27.67282
259	8.59699	2.9738352	0.5218	6.832800	27.66427
260	8.60110	2.9734541	0.5250	6.832470	27.65715
261	8.60520	2.9732968	0.5189	6.832039	27.65232
262	8.60910	2.9741920	0.5250	6.831161	27.65846
263	8.61277	2.9757104	0.5160	6.830029	27.67118
264	8.61434	2.9756499	0.5191	6.829865	27.66933
265	8.61402	2.9741919	0.5190	6.830560	27.65462
266	8.61515	2.9730669	0.5191	6.830927	27.64219
267	8.61797	2.9728007	0.5161	6.830704	27.63726
268	8.62110	2.9726192	0.5253	6.830402	27.63295
269	8.62413	2.9729579	0.5252	6.829880	27.63406
270	8.62711	2.9738652	0.5283	6.829109	27.64104
271	8.62965	2.9752021	0.5314	6.828199	27.65276
272	8.63008	2.9761338	0.5314	6.827727	27.66198
273	8.62732	2.9757648	0.5315	6.828230	27.66035
274	8.62435	2.9741616	0.5225	6.829313	27.64624
275	8.62559	2.9723410	0.5226	6.829979	27.62659
276	8.62981	2.9712585	0.5194	6.829950	27.61220
277	8.63376	2.9703696	0.5194	6.829867	27.60000
278	8.63571	2.9705147	0.5226	6.829564	27.59997
279	8.63690	2.9717301	0.5228	6.828873	27.61150
280	8.63934	2.9733932	0.5347	6.827829	27.62665
281	8.64064	2.9742461	0.5319	6.827288	27.63438
282	8.64064	2.9736896	0.5288	6.827538	27.62868
283	8.64188	2.9729154	0.5289	6.827733	27.61977
284	8.64480	2.9719477	0.5228	6.827811	27.60757
285	8.64897	2.9708713	0.5229	6.827786	27.59329
286	8.65276	2.9701336	0.5229	6.827654	27.58277
287	8.65536	2.9700368	0.5199	6.827381	27.57976
288	8.65736	2.9703391	0.5170	6.827000	27.58130
289	8.65947	2.9703391	0.5170	6.826743	27.57965
290	8.66207	2.9702605	0.5201	6.826461	27.57682
291	8.66456	2.9706656	0.5261	6.825975	27.57903
292	8.66732	2.9713186	0.5292	6.825346	27.58357
293	8.67003	2.9716632	0.5322	6.824861	27.58499
294	8.67214	2.9715846	0.5354	6.824639	27.58254
295	8.67409	2.9712883	0.5294	6.824534	27.57799
296	8.67621	2.9703994	0.5293	6.824674	27.56724
297	8.67854	2.9689484	0.5296	6.825040	27.55057
298	8.68038	2.9677938	0.5174	6.825333	27.53732
299	8.68081	2.9672317	0.5267	6.825532	27.53122
300	8.68022	2.9673768	0.5236	6.825540	27.53317
301	8.67967	2.9688275	0.5297	6.824956	27.54844
302	8.68097	2.9695590	0.5296	6.824469	27.55492
