Scan Count	Temperature [ITS-90, deg C]	Conductivity [S/m]	Depth [salt water, m]	Oxygen Saturation, Weiss [ml/l]	Salinity, Practical [PSU]
849	7.68252	2.9182564	20.4286	6.972403	27.80126
850	7.66916	2.9215608	20.6560	6.972531	27.84657
851	7.65463	2.9235803	20.8893	6.973413	27.87933
852	7.64196	2.9245963	21.0981	6.974535	27.90008
853	7.63173	2.9261415	21.3223	6.975099	27.92445
854	7.62460	2.9269654	21.5494	6.975612	27.93875
855	7.62007	2.9272782	21.7612	6.976041	27.94560
856	7.61738	2.9278917	21.9827	6.976093	27.95413
857	7.61669	2.9284150	22.1853	6.975935	27.96010
858	7.61832	2.9301353	22.3974	6.974916	27.97682
859	7.62772	2.9357317	22.6247	6.971079	28.02813
860	7.64782	2.9401333	22.8427	6.966463	28.05820
861	7.67243	2.9450315	23.0668	6.961052	28.08984
862	7.70149	2.9502885	23.2788	6.954921	28.12163
863	7.73053	2.9561707	23.5000	6.948509	28.15996
864	7.75518	2.9585609	23.7089	6.944300	28.16509
865	7.77144	2.9610667	23.9360	6.941093	28.17820
866	7.78055	2.9628242	24.1480	6.939132	28.18921
867	7.78521	2.9651442	24.3603	6.937463	28.20972
868	7.78801	2.9672472	24.5691	6.936127	28.22944
869	7.79024	2.9694052	24.7932	6.934840	28.25021
870	7.79178	2.9702335	25.0143	6.934263	28.25758
871	7.79278	2.9713038	25.2263	6.933638	28.26791
872	7.79374	2.9721868	25.4416	6.933109	28.27632
873	7.79585	2.9734933	25.6655	6.932235	28.28823
874	7.79729	2.9735840	25.8715	6.932018	28.28794
875	7.79819	2.9739289	26.0895	6.931748	28.29074
876	7.79824	2.9739108	26.2956	6.931753	28.29042
877	7.79829	2.9746852	26.5197	6.931387	28.29842
878	7.80025	2.9750240	26.7316	6.930988	28.30030
879	7.80036	2.9753386	26.9438	6.930831	28.30343
880	7.79564	2.9750121	27.1556	6.931575	28.30374
881	7.78897	2.9750545	27.4282	6.932392	28.30948
882	7.78033	2.9745344	27.6585	6.933716	28.31092
883	7.77133	2.9741777	27.8735	6.935010	28.31439
884	7.76434	2.9747162	28.1036	6.935632	28.32562
885	7.75884	2.9747707	28.3068	6.936297	28.33058
886	7.75481	2.9752488	28.5247	6.936577	28.33878
887	7.75201	2.9753638	28.7306	6.936877	28.34219
888	7.74936	2.9753397	28.9365	6.937222	28.34400
889	7.74576	2.9752793	29.1578	6.937703	28.34619
890	7.74132	2.9749527	29.3666	6.938415	28.34628
891	7.73407	2.9740031	29.5906	6.939771	28.34209
892	7.72143	2.9727210	29.8181	6.941957	28.33878
893	7.70551	2.9717173	30.0360	6.944423	28.34106
894	7.69024	2.9708588	30.2660	6.946741	28.34435
895	7.67555	2.9705325	30.4905	6.948736	28.35276
896	7.66092	2.9726674	30.7173	6.949559	28.38708
897	7.64735	2.9765272	30.9386	6.949432	28.43875
898	7.63616	2.9796139	31.1295	6.949372	28.48037
899	7.62666	2.9823507	31.3322	6.949265	28.51694
900	7.61859	2.9837800	31.5353	6.949599	28.53856
901	7.61194	2.9859305	31.7383	6.949413	28.56664
902	7.60635	2.9903664	31.9594	6.948010	28.61800
903	7.60372	2.9951505	32.1771	6.946073	28.67063
904	7.61896	3.0046238	32.3832	6.939687	28.75810
905	7.66984	3.0274211	32.6196	6.922595	28.95673
906	7.71979	3.0414879	32.8374	6.909803	29.06363
907	7.76831	3.0536912	33.0585	6.898104	29.15182
908	7.80825	3.0607994	33.2643	6.889881	29.19330
909	7.83683	3.0642304	33.4736	6.884784	29.20547
910	7.85322	3.0675038	33.6735	6.881255	29.22615
911	7.83715	3.0663474	33.8823	6.883763	29.22733
912	7.78484	3.0640353	34.0822	6.891244	29.24667
913	7.73391	3.0637912	34.2853	6.897596	29.28672
914	7.69531	3.0642504	34.4912	6.902114	29.32393
915	7.66699	3.0654499	34.7032	6.905025	29.36038
916	7.64661	3.0662334	34.9303	6.907159	29.38576
917	7.63204	3.0668333	35.1573	6.908667	29.40432
918	7.62138	3.0671639	35.3966	6.909823	29.41672
919	7.61358	3.0677822	35.6057	6.910492	29.42979
920	7.60867	3.0692880	35.8358	6.910386	29.44980
921	7.60714	3.0715655	36.0356	6.909499	29.47517
922	7.61310	3.0761407	36.2324	6.906605	29.51855
923	7.62655	3.0810739	36.4264	6.902628	29.55937
924	7.64133	3.0845443	36.6110	6.899183	29.58354
925	7.66018	3.0917657	36.8141	6.893475	29.64398
926	7.68707	3.1031783	37.0562	6.884822	29.74191
927	7.72407	3.1082507	37.2683	6.877941	29.76396
928	7.76037	3.1144279	37.4802	6.870642	29.79825
929	7.79416	3.1241218	37.6894	6.862014	29.87181
930	7.82978	3.1312485	37.9133	6.854387	29.91655
931	7.85848	3.1383505	38.1315	6.847619	29.96688
932	7.87552	3.1441800	38.3557	6.842858	30.01372
933	7.88497	3.1470839	38.5616	6.840374	30.03618
934	7.88991	3.1484621	38.7702	6.839144	30.04639
935	7.89171	3.1497169	38.9793	6.838347	30.05800
936	7.89235	3.1513368	39.1762	6.837521	30.07447
937	7.89214	3.1515161	39.3671	6.837466	30.07646
938	7.89166	3.1524499	39.5516	6.837092	30.08665
939	7.89129	3.1534641	39.7456	6.836668	30.09759
940	7.89081	3.1541012	39.9424	6.836433	30.10465
941	7.89017	3.1548188	40.1486	6.836179	30.11268
942	7.88916	3.1553879	40.3513	6.836039	30.11947
943	7.88863	3.1559324	40.5573	6.835853	30.12559
944	7.88794	3.1564398	40.7664	6.835703	30.13145
945	7.88720	3.1567987	40.9750	6.835629	30.13579
946	7.88667	3.1573123	41.1903	6.835458	30.14158
947	7.88651	3.1578816	41.4114	6.835216	30.14764
948	7.88667	3.1583643	41.6415	6.834976	30.15250
949	7.88725	3.1590142	41.9079	6.834609	30.15874
950	7.88815	3.1596270	42.1745	6.834221	30.16432
951	7.88852	3.1604069	42.4135	6.833818	30.17213
952	7.88736	3.1626975	42.6681	6.832896	30.19723
953	7.87987	3.1653170	42.9074	6.832576	30.23127
